date,outlet,category,item,hour,units,unit_price_gbp,payment_method
2025-12-31,Library Cafe,Coffee,Espresso,11,1,2.36,Card
2025-12-31,Library Cafe,Coffee,Flat White,15,2,3.08,Card
2025-12-31,Library Cafe,Food,Fruit Pot,11,2,3.23,Card
2025-12-31,Library Cafe,Coffee,Americano,8,1,2.7,Card
2025-12-31,Library Cafe,Coffee,Cappuccino,8,1,3.43,Card
2025-12-31,Library Cafe,Food,Salad,14,1,5.41,Card
2025-12-31,Library Cafe,Tea,Green Tea,11,1,2.61,Card
2025-12-31,Library Cafe,Coffee,Americano,10,1,2.78,Card
2025-12-31,Library Cafe,Coffee,Americano,7,1,2.8,Card
2025-12-31,Library Cafe,Food,Soup,14,1,4.11,Card
2025-12-31,Library Cafe,Food,Sandwich,12,1,4.66,Card
2025-12-31,Library Cafe,Coffee,Cappuccino,10,1,3.36,Card
2025-12-31,Library Cafe,Food,Fruit Pot,14,1,3.12,Card
2025-12-31,Library Cafe,Coffee,Cappuccino,10,1,3.29,Card
2025-12-31,Library Cafe,Coffee,Americano,10,1,2.89,Card
2025-12-31,Library Cafe,Coffee,Flat White,11,1,3.35,Card
2025-12-31,Library Cafe,Coffee,Americano,7,1,2.72,Card
2025-12-31,Library Cafe,Coffee,Cappuccino,13,1,3.02,Card
2025-12-31,Library Cafe,Coffee,Flat White,7,1,3.45,Card
2025-12-31,Law School Cafe,Food,Fruit Pot,16,1,3.3,Card
2025-12-31,Law School Cafe,Coffee,Americano,7,1,2.84,Card
2025-12-31,Law School Cafe,Coffee,Latte,8,1,3.29,Card
2025-12-31,Law School Cafe,Coffee,Latte,10,2,3.35,Card
2025-12-31,Law School Cafe,Tea,Green Tea,11,1,2.73,Cash
2025-12-31,Law School Cafe,Coffee,Latte,10,1,3.3,Card
2025-12-31,Law School Cafe,Tea,English Breakfast,7,1,2.32,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,13,1,3.41,Card
2025-12-31,Law School Cafe,Coffee,Americano,9,1,2.97,Card
2025-12-31,Law School Cafe,Coffee,Americano,10,2,2.72,Card
2025-12-31,Law School Cafe,Tea,Green Tea,10,1,2.61,Card
2025-12-31,Law School Cafe,Coffee,Americano,9,2,2.66,Cash
2025-12-31,Law School Cafe,Food,Salad,11,2,5.02,Card
2025-12-31,Law School Cafe,Coffee,Flat White,11,1,3.44,Card
2025-12-31,Law School Cafe,Coffee,Latte,10,1,3.44,Card
2025-12-31,Law School Cafe,Tea,Herbal Tea,7,2,2.76,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,8,1,3.32,Card
2025-12-31,Law School Cafe,Tea,English Breakfast,9,1,2.33,Card
2025-12-31,Law School Cafe,Tea,English Breakfast,11,1,2.6,Card
2025-12-31,Law School Cafe,Tea,Green Tea,11,1,2.94,Card
2025-12-31,Law School Cafe,Tea,English Breakfast,12,1,2.46,Card
2025-12-31,Law School Cafe,Food,Fruit Pot,11,2,3.29,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,14,1,3.32,Card
2025-12-31,Law School Cafe,Coffee,Latte,8,2,3.19,Card
2025-12-31,Law School Cafe,Coffee,Flat White,12,1,3.21,Card
2025-12-31,Law School Cafe,Coffee,Espresso,14,1,2.01,Card
2025-12-31,Law School Cafe,Coffee,Latte,7,1,3.16,Card
2025-12-31,Law School Cafe,Coffee,Flat White,12,1,3.05,Card
2025-12-31,Law School Cafe,Food,Salad,12,1,5.14,Card
2025-12-31,Law School Cafe,Coffee,Americano,8,2,2.69,Card
2025-12-31,Law School Cafe,Coffee,Americano,7,1,2.7,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,7,1,3.3,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,9,1,3.18,Card
2025-12-31,Law School Cafe,Coffee,Americano,15,1,2.78,Card
2025-12-31,Law School Cafe,Tea,Earl Grey,11,1,2.61,Card
2025-12-31,Law School Cafe,Food,Sandwich,15,1,4.64,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,9,2,3.25,Card
2025-12-31,Law School Cafe,Coffee,Espresso,7,1,2.11,Card
2025-12-31,Law School Cafe,Coffee,Flat White,7,2,3.17,Card
2025-12-31,Law School Cafe,Tea,English Breakfast,9,1,2.52,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,13,1,3.31,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,7,1,3.37,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,12,1,3.34,Card
2025-12-31,Law School Cafe,Coffee,Espresso,10,1,2.13,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,7,1,3.06,Cash
2025-12-31,Law School Cafe,Coffee,Americano,10,1,2.68,Card
2025-12-31,Law School Cafe,Food,Soup,12,1,4.04,Cash
2025-12-31,Law School Cafe,Tea,Earl Grey,10,2,2.59,Card
2025-12-31,Law School Cafe,Tea,Herbal Tea,12,1,2.81,Card
2025-12-31,Law School Cafe,Food,Soup,13,1,4.22,Card
2025-12-31,Law School Cafe,Tea,Earl Grey,12,1,2.73,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,9,1,3.22,Card
2025-12-31,Law School Cafe,Coffee,Flat White,10,1,3.44,Card
2025-12-31,Law School Cafe,Tea,Herbal Tea,8,1,2.71,Card
2025-12-31,Law School Cafe,Tea,Earl Grey,8,2,2.69,Card
2025-12-31,Law School Cafe,Coffee,Espresso,8,1,2.24,Card
2025-12-31,Law School Cafe,Coffee,Americano,11,1,3.01,Card
2025-12-31,Law School Cafe,Coffee,Espresso,8,1,2.41,Card
2025-12-31,Law School Cafe,Coffee,Americano,12,1,2.61,Card
2025-12-31,Law School Cafe,Tea,Green Tea,13,1,2.58,Card
2025-12-31,Law School Cafe,Coffee,Espresso,8,1,2.07,Card
2025-12-31,Law School Cafe,Coffee,Latte,12,1,3.42,Card
2025-12-31,Law School Cafe,Tea,Earl Grey,8,1,2.75,Card
2025-12-31,Law School Cafe,Coffee,Flat White,11,1,3.17,Card
2025-12-31,Law School Cafe,Tea,English Breakfast,12,1,2.7,Card
2025-12-31,Law School Cafe,Coffee,Americano,14,1,2.65,Card
2025-12-31,Law School Cafe,Coffee,Latte,11,1,3.34,Card
2025-12-31,Law School Cafe,Coffee,Americano,8,1,2.92,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,10,1,3.2,Card
2025-12-31,Law School Cafe,Coffee,Cappuccino,11,1,3.18,Card
2025-12-31,Law School Cafe,Coffee,Latte,10,1,3.46,Card
2025-12-31,Law School Cafe,Coffee,Flat White,10,1,3.35,Card
2025-12-31,Law School Cafe,Coffee,Flat White,7,1,3.3,Card
2025-12-31,Union Coffee Bar,Food,Fruit Pot,11,2,2.94,Card
2025-12-31,Union Coffee Bar,Food,Salad,13,1,5.32,Card
2025-12-31,Union Coffee Bar,Coffee,Americano,9,1,2.93,Card
2025-12-31,Union Coffee Bar,Coffee,Latte,8,1,3.11,Card
2025-12-31,Union Coffee Bar,Tea,Green Tea,11,2,2.51,Card
2025-12-31,Union Coffee Bar,Tea,Earl Grey,12,1,2.6,Card
2025-12-31,Union Coffee Bar,Tea,English Breakfast,10,1,2.35,Card
2025-12-31,Union Coffee Bar,Coffee,Americano,10,1,2.65,Card
2025-12-31,Union Coffee Bar,Coffee,Latte,12,1,3.46,Card
2025-12-31,Union Coffee Bar,Coffee,Flat White,13,1,3.26,Card
2025-12-31,Union Coffee Bar,Tea,Herbal Tea,10,1,2.55,Card
2025-12-31,Union Coffee Bar,Coffee,Flat White,9,1,3.29,Card
2025-12-31,Union Coffee Bar,Coffee,Flat White,7,2,3.06,Card
2025-12-31,Union Coffee Bar,Food,Pastry,13,1,3.02,Card
2025-12-31,Union Coffee Bar,Coffee,Flat White,9,1,3.13,Card
2025-12-31,Union Coffee Bar,Food,Sandwich,16,1,4.36,Card
2025-12-31,Union Coffee Bar,Tea,English Breakfast,11,1,2.48,Card
2025-12-31,Union Coffee Bar,Food,Soup,13,1,4.08,Card
2025-12-31,Union Coffee Bar,Coffee,Americano,10,1,2.76,Card
2025-12-31,Union Coffee Bar,Tea,Earl Grey,7,1,2.49,Card
2025-12-31,Union Coffee Bar,Food,Fruit Pot,13,1,3.29,Card
2025-12-31,Union Coffee Bar,Coffee,Americano,10,1,2.88,Card
2025-12-31,Union Coffee Bar,Coffee,Cappuccino,8,2,3.06,Cash
2025-12-31,Union Coffee Bar,Food,Pastry,10,1,2.95,Card
2025-12-31,Union Coffee Bar,Food,Fruit Pot,11,1,3.2,Card
2025-12-31,Union Coffee Bar,Tea,Green Tea,7,1,2.62,Card
2025-12-31,Union Coffee Bar,Food,Pastry,12,1,2.75,Card
2025-12-31,Union Coffee Bar,Food,Fruit Pot,13,1,2.95,Card
2025-12-31,Union Coffee Bar,Tea,English Breakfast,10,1,2.57,Card
2025-12-31,Union Coffee Bar,Tea,English Breakfast,12,1,2.32,Card
2025-12-31,Union Coffee Bar,Tea,Green Tea,9,1,2.79,Cash
2025-12-31,Union Coffee Bar,Coffee,Flat White,9,2,3.45,Card
2025-12-31,Union Coffee Bar,Tea,Herbal Tea,10,1,2.95,Card
2025-12-31,Union Coffee Bar,Food,Soup,10,1,4.22,Card
2025-12-31,Union Coffee Bar,Coffee,Americano,8,1,2.99,Card
2025-12-31,Union Coffee Bar,Coffee,Flat White,9,1,3.16,Card
2025-12-31,Union Coffee Bar,Coffee,Latte,8,2,3.52,Card
2025-12-31,Union Coffee Bar,Coffee,Espresso,9,1,2.36,Card
2025-12-31,Union Coffee Bar,Coffee,Espresso,7,1,2.03,Card
2025-12-31,Union Coffee Bar,Coffee,Americano,12,1,2.95,Card
2025-12-31,Union Coffee Bar,Food,Salad,13,1,5.12,Card
2025-12-31,Union Coffee Bar,Coffee,Americano,9,1,2.63,Card
2025-12-31,Union Coffee Bar,Coffee,Espresso,10,1,2.4,Card
2025-12-31,Union Coffee Bar,Food,Soup,11,1,4.26,Card
2025-12-31,Union Coffee Bar,Coffee,Americano,13,2,2.82,Card
2025-12-31,Union Coffee Bar,Coffee,Espresso,12,1,2.06,Card
2025-12-31,Union Coffee Bar,Tea,Green Tea,12,1,2.76,Card
2025-12-31,Union Coffee Bar,Food,Soup,11,1,4.41,Card
2025-12-31,Union Coffee Bar,Food,Soup,12,1,4.07,Card
2025-12-31,Union Coffee Bar,Coffee,Latte,8,1,3.5,Card
2025-12-31,Union Coffee Bar,Coffee,Latte,7,1,3.35,Card
2025-12-31,Union Coffee Bar,Tea,Earl Grey,10,1,2.47,Card
2025-12-31,Union Coffee Bar,Coffee,Americano,9,1,2.87,Card
2025-12-31,Union Coffee Bar,Coffee,Latte,7,1,3.46,Card
2025-12-31,Union Coffee Bar,Coffee,Cappuccino,10,1,3.27,Card
2025-12-31,Union Coffee Bar,Food,Pastry,14,1,3.12,Card
2025-12-31,Union Coffee Bar,Food,Soup,11,1,4.27,Card
2025-12-31,Union Coffee Bar,Coffee,Cappuccino,11,2,3.14,Card
2025-12-31,Union Coffee Bar,Coffee,Flat White,11,1,3.19,Cash
2025-12-31,Union Coffee Bar,Food,Salad,14,1,5.2,Card
2025-12-31,Union Coffee Bar,Coffee,Latte,10,1,3.5,Card
2025-12-31,Union Coffee Bar,Coffee,Americano,9,1,2.9,Card
2025-12-31,Union Coffee Bar,Food,Sandwich,14,1,4.31,Card
2025-12-31,Union Coffee Bar,Coffee,Americano,12,1,2.75,Card
2025-12-31,Union Coffee Bar,Food,Sandwich,9,1,4.48,Card
2025-12-31,Union Coffee Bar,Food,Fruit Pot,14,1,2.97,Card
2025-12-31,Union Coffee Bar,Coffee,Espresso,12,1,2.34,Card
2025-12-31,Union Coffee Bar,Tea,Earl Grey,8,2,2.62,Card
2025-12-31,Union Coffee Bar,Food,Soup,15,1,4.22,Card
2025-12-31,Union Coffee Bar,Tea,Earl Grey,7,1,2.51,Card
2025-12-31,Union Coffee Bar,Food,Fruit Pot,10,1,3.31,Card
2026-01-01,Library Cafe,Coffee,Espresso,9,1,2.21,Card
2026-01-01,Library Cafe,Coffee,Latte,8,1,3.52,Card
2026-01-01,Library Cafe,Tea,Green Tea,11,1,2.63,Card
2026-01-01,Library Cafe,Coffee,Cappuccino,10,1,3.41,Card
2026-01-01,Library Cafe,Coffee,Americano,11,1,2.83,Card
2026-01-01,Library Cafe,Coffee,Latte,16,2,3.27,Card
2026-01-01,Library Cafe,Coffee,Espresso,9,2,2.23,Card
2026-01-01,Library Cafe,Tea,Green Tea,10,2,2.83,Card
2026-01-01,Library Cafe,Coffee,Americano,7,1,3.0,Card
2026-01-01,Library Cafe,Coffee,Americano,9,1,2.9,Card
2026-01-01,Library Cafe,Tea,English Breakfast,13,1,2.62,Card
2026-01-01,Library Cafe,Coffee,Cappuccino,7,1,3.32,Card
2026-01-01,Library Cafe,Food,Pastry,14,1,2.95,Card
2026-01-01,Library Cafe,Tea,Green Tea,15,1,2.71,Card
2026-01-01,Library Cafe,Coffee,Flat White,10,1,3.24,Card
2026-01-01,Library Cafe,Coffee,Flat White,7,1,3.16,Cash
2026-01-01,Library Cafe,Tea,Green Tea,13,1,2.91,Card
2026-01-01,Library Cafe,Coffee,Flat White,8,1,3.22,Card
2026-01-01,Library Cafe,Food,Soup,8,1,4.02,Card
2026-01-01,Library Cafe,Coffee,Americano,13,2,2.68,Card
2026-01-01,Library Cafe,Coffee,Latte,7,1,3.4,Card
2026-01-01,Library Cafe,Tea,Earl Grey,12,1,2.42,Card
2026-01-01,Library Cafe,Coffee,Americano,9,2,2.89,Cash
2026-01-01,Library Cafe,Food,Salad,14,2,5.23,Card
2026-01-01,Library Cafe,Tea,English Breakfast,7,2,2.56,Card
2026-01-01,Library Cafe,Coffee,Latte,9,1,3.27,Card
2026-01-01,Library Cafe,Coffee,Espresso,11,1,2.08,Card
2026-01-01,Library Cafe,Tea,English Breakfast,8,1,2.59,Card
2026-01-01,Library Cafe,Coffee,Flat White,10,1,3.17,Card
2026-01-01,Library Cafe,Food,Sandwich,16,1,4.31,Card
2026-01-01,Library Cafe,Coffee,Flat White,7,1,3.4,Card
2026-01-01,Library Cafe,Coffee,Latte,10,1,3.35,Card
2026-01-01,Library Cafe,Food,Fruit Pot,15,1,3.03,Card
2026-01-01,Library Cafe,Tea,Herbal Tea,8,1,2.73,Card
2026-01-01,Library Cafe,Tea,Earl Grey,11,2,2.76,Card
2026-01-01,Library Cafe,Food,Fruit Pot,12,1,3.04,Cash
2026-01-01,Library Cafe,Coffee,Espresso,8,1,2.1,Card
2026-01-01,Library Cafe,Coffee,Cappuccino,12,2,3.32,Card
2026-01-01,Library Cafe,Coffee,Americano,8,1,2.79,Card
2026-01-01,Library Cafe,Coffee,Flat White,8,1,3.46,Card
2026-01-01,Library Cafe,Coffee,Americano,8,1,2.98,Card
2026-01-01,Library Cafe,Tea,Green Tea,13,1,2.68,Card
2026-01-01,Library Cafe,Food,Salad,11,1,5.21,Card
2026-01-01,Library Cafe,Coffee,Cappuccino,7,1,3.45,Card
2026-01-01,Library Cafe,Coffee,Cappuccino,8,1,3.32,Card
2026-01-01,Library Cafe,Tea,English Breakfast,8,1,2.49,Card
2026-01-01,Library Cafe,Tea,Herbal Tea,11,1,2.83,Card
2026-01-01,Library Cafe,Coffee,Cappuccino,11,1,3.22,Card
2026-01-01,Library Cafe,Coffee,Espresso,12,1,2.09,Card
2026-01-01,Library Cafe,Food,Sandwich,15,1,4.57,Card
2026-01-01,Library Cafe,Coffee,Latte,10,1,3.12,Card
2026-01-01,Library Cafe,Coffee,Latte,8,1,3.36,Card
2026-01-01,Library Cafe,Coffee,Cappuccino,10,1,3.03,Card
2026-01-01,Library Cafe,Coffee,Latte,7,1,3.48,Card
2026-01-01,Library Cafe,Food,Sandwich,15,1,4.36,Card
2026-01-01,Library Cafe,Food,Fruit Pot,13,1,3.04,Card
2026-01-01,Library Cafe,Coffee,Espresso,11,1,2.17,Card
2026-01-01,Library Cafe,Food,Fruit Pot,12,1,3.35,Card
2026-01-01,Library Cafe,Tea,Green Tea,9,1,2.81,Card
2026-01-01,Library Cafe,Tea,English Breakfast,11,1,2.47,Card
2026-01-01,Library Cafe,Coffee,Americano,10,1,2.86,Card
2026-01-01,Library Cafe,Coffee,Latte,8,1,3.12,Card
2026-01-01,Law School Cafe,Coffee,Americano,10,1,2.78,Card
2026-01-01,Law School Cafe,Coffee,Espresso,10,1,2.14,Card
2026-01-01,Law School Cafe,Coffee,Flat White,7,1,3.11,Card
2026-01-01,Law School Cafe,Coffee,Flat White,10,2,3.12,Card
2026-01-01,Law School Cafe,Coffee,Cappuccino,8,2,3.17,Card
2026-01-01,Law School Cafe,Food,Fruit Pot,12,1,3.02,Card
2026-01-01,Law School Cafe,Coffee,Espresso,7,1,2.14,Card
2026-01-01,Law School Cafe,Coffee,Cappuccino,11,2,3.14,Card
2026-01-01,Law School Cafe,Tea,Green Tea,11,1,2.89,Card
2026-01-01,Law School Cafe,Tea,Earl Grey,10,1,2.52,Card
2026-01-01,Law School Cafe,Tea,Green Tea,10,1,2.78,Card
2026-01-01,Law School Cafe,Tea,Green Tea,14,1,2.92,Card
2026-01-01,Law School Cafe,Food,Pastry,14,1,2.78,Card
2026-01-01,Law School Cafe,Coffee,Americano,7,1,2.74,Card
2026-01-01,Law School Cafe,Tea,English Breakfast,12,1,2.61,Card
2026-01-01,Law School Cafe,Coffee,Flat White,11,2,3.06,Card
2026-01-01,Law School Cafe,Coffee,Americano,8,2,2.93,Card
2026-01-01,Law School Cafe,Coffee,Flat White,11,1,3.06,Card
2026-01-01,Law School Cafe,Tea,Herbal Tea,9,1,2.83,Card
2026-01-01,Law School Cafe,Coffee,Flat White,13,1,3.49,Card
2026-01-01,Law School Cafe,Coffee,Espresso,9,1,2.43,Card
2026-01-01,Law School Cafe,Coffee,Flat White,11,1,3.2,Card
2026-01-01,Law School Cafe,Coffee,Espresso,10,2,2.37,Cash
2026-01-01,Law School Cafe,Tea,Herbal Tea,9,1,2.84,Card
2026-01-01,Law School Cafe,Tea,Earl Grey,12,2,2.81,Card
2026-01-01,Law School Cafe,Tea,Earl Grey,9,1,2.67,Card
2026-01-01,Law School Cafe,Coffee,Espresso,10,1,2.03,Card
2026-01-01,Law School Cafe,Food,Pastry,16,1,3.13,Card
2026-01-01,Law School Cafe,Coffee,Flat White,9,1,3.33,Card
2026-01-01,Law School Cafe,Coffee,Cappuccino,8,1,3.05,Card
2026-01-01,Law School Cafe,Tea,English Breakfast,9,1,2.68,Cash
2026-01-01,Law School Cafe,Coffee,Espresso,11,1,2.19,Card
2026-01-01,Law School Cafe,Food,Soup,11,1,4.27,Card
2026-01-01,Law School Cafe,Food,Sandwich,12,1,4.5,Cash
2026-01-01,Law School Cafe,Food,Soup,12,1,4.36,Card
2026-01-01,Law School Cafe,Tea,Herbal Tea,10,1,2.64,Card
2026-01-01,Law School Cafe,Coffee,Espresso,7,1,2.01,Card
2026-01-01,Law School Cafe,Coffee,Americano,9,1,2.64,Card
2026-01-01,Law School Cafe,Coffee,Espresso,7,2,2.06,Card
2026-01-01,Law School Cafe,Tea,Green Tea,12,1,2.78,Card
2026-01-01,Law School Cafe,Food,Fruit Pot,14,1,2.92,Card
2026-01-01,Law School Cafe,Coffee,Flat White,11,1,3.37,Card
2026-01-01,Law School Cafe,Food,Soup,13,1,4.26,Card
2026-01-01,Law School Cafe,Coffee,Flat White,9,1,3.35,Card
2026-01-01,Law School Cafe,Tea,Herbal Tea,9,1,2.57,Card
2026-01-01,Law School Cafe,Coffee,Americano,14,2,3.04,Card
2026-01-01,Law School Cafe,Coffee,Latte,9,1,3.14,Card
2026-01-01,Law School Cafe,Coffee,Americano,12,1,3.0,Card
2026-01-01,Law School Cafe,Coffee,Latte,7,1,3.41,Card
2026-01-01,Law School Cafe,Coffee,Flat White,8,1,3.38,Card
2026-01-01,Law School Cafe,Coffee,Americano,11,1,2.71,Card
2026-01-01,Law School Cafe,Food,Sandwich,15,1,4.75,Card
2026-01-01,Law School Cafe,Coffee,Latte,10,1,3.51,Card
2026-01-01,Law School Cafe,Coffee,Latte,9,1,3.3,Card
2026-01-01,Law School Cafe,Coffee,Latte,9,2,3.19,Card
2026-01-01,Law School Cafe,Coffee,Flat White,9,1,3.18,Card
2026-01-01,Law School Cafe,Food,Salad,9,1,5.39,Card
2026-01-01,Law School Cafe,Tea,Herbal Tea,9,1,2.74,Cash
2026-01-01,Law School Cafe,Coffee,Espresso,10,1,2.29,Card
2026-01-01,Law School Cafe,Coffee,Cappuccino,9,1,3.31,Card
2026-01-01,Law School Cafe,Coffee,Cappuccino,11,1,3.09,Card
2026-01-01,Law School Cafe,Tea,Herbal Tea,12,1,2.94,Card
2026-01-01,Law School Cafe,Tea,English Breakfast,11,1,2.32,Card
2026-01-01,Law School Cafe,Tea,Green Tea,9,1,2.66,Card
2026-01-01,Law School Cafe,Coffee,Americano,9,1,3.0,Card
2026-01-01,Law School Cafe,Coffee,Flat White,8,1,3.36,Card
2026-01-01,Law School Cafe,Tea,English Breakfast,7,1,2.44,Card
2026-01-01,Law School Cafe,Tea,English Breakfast,10,1,2.59,Card
2026-01-01,Law School Cafe,Coffee,Cappuccino,8,1,3.1,Card
2026-01-01,Law School Cafe,Coffee,Latte,10,1,3.3,Cash
2026-01-01,Law School Cafe,Coffee,Cappuccino,8,1,3.11,Card
2026-01-01,Law School Cafe,Food,Pastry,12,1,3.0,Card
2026-01-01,Law School Cafe,Tea,English Breakfast,8,1,2.6,Card
2026-01-01,Law School Cafe,Coffee,Latte,9,1,3.38,Card
2026-01-01,Law School Cafe,Food,Sandwich,13,2,4.7,Card
2026-01-01,Law School Cafe,Coffee,Cappuccino,9,1,3.37,Card
2026-01-01,Law School Cafe,Tea,Earl Grey,10,1,2.72,Card
2026-01-01,Law School Cafe,Coffee,Latte,10,1,3.17,Card
2026-01-01,Law School Cafe,Coffee,Americano,12,1,2.68,Card
2026-01-01,Law School Cafe,Tea,Green Tea,11,1,2.65,Cash
2026-01-01,Law School Cafe,Coffee,Cappuccino,8,2,3.32,Card
2026-01-01,Law School Cafe,Food,Sandwich,14,1,4.73,Card
2026-01-01,Law School Cafe,Tea,Herbal Tea,13,2,2.9,Cash
2026-01-01,Law School Cafe,Tea,Herbal Tea,11,1,2.96,Card
2026-01-01,Law School Cafe,Tea,Green Tea,11,2,2.57,Card
2026-01-01,Law School Cafe,Tea,Green Tea,10,1,2.59,Card
2026-01-01,Law School Cafe,Food,Sandwich,16,1,4.61,Card
2026-01-01,Law School Cafe,Coffee,Americano,7,1,2.8,Card
2026-01-01,Law School Cafe,Coffee,Latte,9,1,3.39,Card
2026-01-01,Law School Cafe,Tea,Herbal Tea,11,1,2.75,Card
2026-01-01,Law School Cafe,Coffee,Flat White,10,1,3.09,Card
2026-01-01,Law School Cafe,Coffee,Flat White,8,1,3.42,Card
2026-01-01,Law School Cafe,Coffee,Cappuccino,7,1,3.43,Card
2026-01-01,Law School Cafe,Food,Soup,14,1,4.34,Card
2026-01-01,Law School Cafe,Coffee,Espresso,7,1,2.13,Card
2026-01-01,Law School Cafe,Coffee,Espresso,12,1,2.33,Card
2026-01-01,Law School Cafe,Coffee,Latte,8,1,3.51,Card
2026-01-01,Law School Cafe,Coffee,Espresso,11,1,2.42,Card
2026-01-01,Law School Cafe,Coffee,Espresso,9,1,2.31,Card
2026-01-01,Law School Cafe,Coffee,Latte,7,1,3.25,Card
2026-01-01,Law School Cafe,Tea,Green Tea,12,1,2.9,Card
2026-01-01,Law School Cafe,Coffee,Latte,14,1,3.34,Cash
2026-01-01,Law School Cafe,Coffee,Flat White,9,1,3.18,Card
2026-01-01,Law School Cafe,Coffee,Espresso,7,1,2.2,Card
2026-01-01,Law School Cafe,Coffee,Cappuccino,7,1,3.25,Card
2026-01-01,Law School Cafe,Coffee,Cappuccino,7,1,3.2,Card
2026-01-01,Law School Cafe,Coffee,Flat White,10,2,3.42,Card
2026-01-01,Law School Cafe,Coffee,Flat White,9,1,3.08,Card
2026-01-01,Law School Cafe,Food,Salad,12,1,5.41,Card
2026-01-01,Law School Cafe,Tea,Earl Grey,7,1,2.5,Card
2026-01-01,Law School Cafe,Tea,Earl Grey,14,1,2.61,Card
2026-01-01,Law School Cafe,Tea,Green Tea,10,1,2.84,Cash
2026-01-01,Law School Cafe,Food,Pastry,15,1,3.1,Card
2026-01-01,Law School Cafe,Tea,English Breakfast,11,1,2.3,Card
2026-01-01,Law School Cafe,Coffee,Flat White,10,1,3.05,Card
2026-01-01,Law School Cafe,Food,Fruit Pot,12,1,2.98,Card
2026-01-01,Union Coffee Bar,Coffee,Flat White,9,2,3.29,Card
2026-01-01,Union Coffee Bar,Food,Sandwich,8,1,4.66,Card
2026-01-01,Union Coffee Bar,Tea,English Breakfast,11,1,2.48,Card
2026-01-01,Union Coffee Bar,Coffee,Espresso,9,1,2.08,Card
2026-01-01,Union Coffee Bar,Coffee,Flat White,10,1,3.08,Card
2026-01-01,Union Coffee Bar,Coffee,Cappuccino,10,1,3.42,Card
2026-01-01,Union Coffee Bar,Coffee,Latte,11,1,3.27,Card
2026-01-01,Union Coffee Bar,Coffee,Cappuccino,11,1,3.13,Card
2026-01-01,Union Coffee Bar,Tea,Green Tea,10,1,2.56,Card
2026-01-01,Union Coffee Bar,Tea,Earl Grey,10,1,2.69,Card
2026-01-01,Union Coffee Bar,Food,Sandwich,13,2,4.75,Card
2026-01-01,Union Coffee Bar,Coffee,Latte,11,1,3.32,Card
2026-01-01,Union Coffee Bar,Food,Soup,13,1,4.36,Card
2026-01-01,Union Coffee Bar,Coffee,Espresso,12,1,2.2,Card
2026-01-01,Union Coffee Bar,Food,Soup,10,1,4.22,Card
2026-01-01,Union Coffee Bar,Tea,Herbal Tea,10,1,2.86,Card
2026-01-01,Union Coffee Bar,Coffee,Cappuccino,13,1,3.16,Card
2026-01-01,Union Coffee Bar,Food,Soup,14,1,4.2,Card
2026-01-01,Union Coffee Bar,Coffee,Americano,7,2,2.9,Card
2026-01-01,Union Coffee Bar,Coffee,Espresso,8,1,2.18,Card
2026-01-01,Union Coffee Bar,Tea,Green Tea,11,1,2.95,Card
2026-01-01,Union Coffee Bar,Coffee,Americano,9,1,2.73,Cash
2026-01-01,Union Coffee Bar,Coffee,Espresso,10,1,2.09,Card
2026-01-01,Union Coffee Bar,Coffee,Cappuccino,9,1,3.21,Card
2026-01-01,Union Coffee Bar,Coffee,Latte,11,1,3.28,Card
2026-01-01,Union Coffee Bar,Coffee,Flat White,12,1,3.41,Card
2026-01-01,Union Coffee Bar,Coffee,Latte,11,1,3.52,Cash
2026-01-01,Union Coffee Bar,Coffee,Americano,10,1,2.76,Card
2026-01-01,Union Coffee Bar,Food,Salad,13,1,5.18,Cash
2026-01-01,Union Coffee Bar,Coffee,Latte,11,1,3.36,Card
2026-01-01,Union Coffee Bar,Coffee,Espresso,10,1,2.24,Card
2026-01-01,Union Coffee Bar,Tea,Earl Grey,8,1,2.42,Card
2026-01-01,Union Coffee Bar,Coffee,Latte,7,1,3.37,Card
2026-01-01,Union Coffee Bar,Coffee,Americano,7,1,3.04,Card
2026-01-01,Union Coffee Bar,Coffee,Espresso,7,2,2.18,Cash
2026-01-01,Union Coffee Bar,Coffee,Americano,7,1,3.03,Card
2026-01-01,Union Coffee Bar,Tea,English Breakfast,11,1,2.59,Card
2026-01-01,Union Coffee Bar,Coffee,Americano,12,1,2.62,Card
2026-01-01,Union Coffee Bar,Coffee,Espresso,12,1,2.17,Card
2026-01-01,Union Coffee Bar,Coffee,Americano,10,1,2.78,Card
2026-01-01,Union Coffee Bar,Coffee,Flat White,12,1,3.24,Card
2026-01-01,Union Coffee Bar,Tea,Green Tea,9,2,2.76,Card
2026-01-01,Union Coffee Bar,Coffee,Latte,9,1,3.41,Card
